weight,relation,attr_dict
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_6da49c15b6a56e09327c60535e1915d0a74d4a4f9570eacfaedd81bc49c36517'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_36f4ef6b47f5e87cedaa8aac28b864716842fb9255090eb603276bd6f75459dd'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_441bb4d133944ef1437c0fa8e0b2f59ef09969ae798b0ee22375670f9972f0a1'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_d6bedf2fb3c592a26b801bf378e52adcefd59a995e00b9e288414fa74ba894b2'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_e95155b1570f02fac727b3497752c7e782a5bca50e99461515d25cd4b2c346ac'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_f2737f1ad92c212fe649379d2147bfbf6d800ca1f3a96ad842521118e7ad1921'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_295ff5f107e75312c43f4dd8c00ca76c39c877edfc93097b83dc892669168893', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_295ff5f107e75312c43f4dd8c00ca76c39c877edfc93097b83dc892669168893', 'target': 'Domain_fdc90a36f5cb47d5cc6c10d6fd95ae9b4fb57e09b54e6e55b2a95c5bef218a4e'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9078dd8b2f04fa42ff41b8fc7c1ac78243771bd414a9ee616fc92b26a74461e0', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_9078dd8b2f04fa42ff41b8fc7c1ac78243771bd414a9ee616fc92b26a74461e0', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_117790f61d566ef7909284b928fb58c975e4b2f0e9aac263f4e9e8d2b297f597', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_117790f61d566ef7909284b928fb58c975e4b2f0e9aac263f4e9e8d2b297f597', 'target': 'Domain_190c5b39e9ff0649598a985bd5b6ece35c220c19affa9b93535fe5328cf5bd9c'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_382063ec5894e0ab97be4a4e059ed063a03ae2505b365fa83889b0419758a6d3', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_b513384de428fa00b9d3db0a8b77d0ce85b1c58317b073d8fb0d0f58e78eeed4', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b513384de428fa00b9d3db0a8b77d0ce85b1c58317b073d8fb0d0f58e78eeed4', 'target': 'Domain_11ea5dae2aad8cfe7546620eee3647dcd4c0d6811b6b39b96b0495a8d4ce899b'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b513384de428fa00b9d3db0a8b77d0ce85b1c58317b073d8fb0d0f58e78eeed4', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_a313d3340f0d33ad3efea1ea022cd6bf2eb95efa668a8369e4b9af24ea0e41b0', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_a313d3340f0d33ad3efea1ea022cd6bf2eb95efa668a8369e4b9af24ea0e41b0', 'target': 'Domain_faf478d16fdab3b283f2765ce1ab5d5f3bd6af24139a5fa790ca7371bffa096b'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_22d700161501a657cd497ae552b9fc0db84536e0e199851bfd68b8264aa3be12', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_902812974da31efcde23399f9c34b92fcc20813d35b7da50f571d3303cd544fd', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_902812974da31efcde23399f9c34b92fcc20813d35b7da50f571d3303cd544fd', 'target': 'Domain_02c630afa069e64aa91a2ee26a15afdcf1bf26d9250536b194f0e1a91e896bdf'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_7f0358a44585be49f02c52514d204d569d891779be7e26b1c0d74c9c0a1943f7', 'target': 'Domain_bc054d9c056e6fd662a008cd13577e9c6247fcdd81eca50e7ee685f42f616a5c'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b5130da781d363a9afacc36ac155e498e86e6b319f7d0f9deaf98c6d3031a1e8', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b5130da781d363a9afacc36ac155e498e86e6b319f7d0f9deaf98c6d3031a1e8', 'target': 'Domain_b002ae0a09d337a90fc5ada21dd00efbcdc9db4c0dd97ae11316672f539b0573'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_57b9b89e6c5032d0d1aa05b5f9889dace06a118ebccf736c79d32ffd08eac99e', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_57b9b89e6c5032d0d1aa05b5f9889dace06a118ebccf736c79d32ffd08eac99e', 'target': 'Domain_e78d0e3c49f1d91aeb098bd2a3d3e7a08634a0fd297f3c590cf8c4aa933d4993'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_37dcbcb5e2d2620812196a8609ae580e95a8443ec9b219e746374ebeba410a95', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_639222499407c732d3d9c02ec5781811e922c2ec987190b29478d7cec7b9817d', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9c266a915b21b660b221e32b48da232854b4b83e4346496d52b6d9a93d683cca', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_9c266a915b21b660b221e32b48da232854b4b83e4346496d52b6d9a93d683cca', 'target': 'Domain_8c5a286d07709aef9628b277641f4933630e1df371296d0600c6fc0ed67b5c72'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_f1fc1bb68164f164899106ca12d022713fe6c6eda01d5c2fd0248609419a5fea', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_aa1b19d5d5234dca872c31bf53097fcc63cb45fa675717d12400ebc720504948', 'target': 'Domain_a9d057cf4154398a64eda92188ef698c9de7bec398b1651d80812715075356e0'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_b6063e16d8baa05292afb5fcd6a8a503bf6cef18e87de7f9d6a132aec9d182b4', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b6063e16d8baa05292afb5fcd6a8a503bf6cef18e87de7f9d6a132aec9d182b4', 'target': 'Domain_007abc6b2af745778d0a04ad5b09d2f516cdeaacba3fbad2ec4f7e6303e962d6'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_ef77f8b70b690cf13f0f39f810ac8ad8b978ad7885c27af73183b368513dbac9', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_ef77f8b70b690cf13f0f39f810ac8ad8b978ad7885c27af73183b368513dbac9', 'target': 'Domain_70c4f4aec2719b573e7b0c1caa6a21a8319a9853473aebd2488287f62be9fc03'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e3a8c0d7fda8ba3704b15833663825d5e9a09669c45140ad8917dfdb2d286a8e', 'target': 'Domain_8718cffd3ad7c0cca85f2da2ddd6accb1cd6e90a5c2f3c8153f7ceeab868e3a8'}"
4,r_dns_a,"{'relation': 'r_dns_a', 'source': 'Domain_36f4ef6b47f5e87cedaa8aac28b864716842fb9255090eb603276bd6f75459dd', 'target': 'IP_be80f8d9f371531e2c6985006ff21d2bd9b60abe5472669788bca40431aaefc0'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_2530ac505d2e96e1d3070566bd69cb0ed0e1d3dcba54090bf67639bd4146d4b6', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_667ae20539cafe7098d80a7f08e17b584e13950e70f0ed224d64f9fdbd5ac525', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_667ae20539cafe7098d80a7f08e17b584e13950e70f0ed224d64f9fdbd5ac525', 'target': 'Domain_b747fd29c71bb8ae2bb35cfb5fbfc748aea7f0e418b95be036ce6c3008d4e759'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_667ae20539cafe7098d80a7f08e17b584e13950e70f0ed224d64f9fdbd5ac525', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_4313b719eff1603cb05508163bcfda4901afe0c3dd40462cdee74875bb8aa721', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_e0eb7c4dd99da5140f7e73b5e898c85cc576d13f994fcc1aace4d234b67fc12d', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e0eb7c4dd99da5140f7e73b5e898c85cc576d13f994fcc1aace4d234b67fc12d', 'target': 'Domain_be02475eeb5ae86fa9dcf3950c91fb3b794958f96a4f166c5d5524907f35a916'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_e33ed996fe33fb7f57a6e53bbbc29e159677987315f54660db040e5e2c25738d', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e33ed996fe33fb7f57a6e53bbbc29e159677987315f54660db040e5e2c25738d', 'target': 'Domain_04361acfcad863e39368f75294dfa8c135c618e6c838d88feab343dc813a5ed7'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_7ed55cdb54ef2d772171731b9547340f49a8f3745d5790e52ad7b73211f4bf1c', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_7ed55cdb54ef2d772171731b9547340f49a8f3745d5790e52ad7b73211f4bf1c', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_34ca6a4a7c099f5727c64c60df902fa58d144c5d727c0ff96e44669cb8c8d5e2'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_28d043d7a87ea550ea24e362d4636490689df17733f8971172d392ba48fe37f2'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_42c0a985af7a7394b11c1e6b14e4d51899eb6a34a3aaf4873b451535aa59dab9'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_d4f1ef229fdcf0b8427eb9f27e7f83b61ecefbb7820f8ed761b98c6d0d1f68df'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_31fc74657aad0ae13753ee82beef5b3d8e7a1eabdf28e4487b8f3d4bc433b6e1'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_15773493ae7469115ce4cd19ad037712ac2fe251342a758d29db33a53f12e9c5'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_d0e76fa418e0099749ee46934e1a5a627c91ea3cf4e343c26cd791d5ff51bc3a'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_66b46ab89dcae853b049ffb92a3fbeddec3c284bf487c37bb89835cc7fc014d7'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee', 'target': 'Domain_2988541aef80a2ff89325f28ece78fd7915b6e2ca68060e84421e7f6e5020b85'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_82b06d590d59166b9a2ee31663cc37aa584a9851224e20053bd9c55c25f25a7a', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_82b06d590d59166b9a2ee31663cc37aa584a9851224e20053bd9c55c25f25a7a', 'target': 'Domain_259e54fd0ecec3d1adcbcbbee63398c00ec02a188157335166ac06714935b4f6'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_2222c22aeb828e8c7f08ab179d3f5bc494c261d6f20726e93142cd08aa77c3a9', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_d4f3506956340560aa79d7f3316031fb62320db2c3c14107e1be1bb57506399f', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_d4f3506956340560aa79d7f3316031fb62320db2c3c14107e1be1bb57506399f', 'target': 'Domain_1fe67ba2ec3546bcb87caad71675021c76ffb784b7b57f2022c4f58a79d23a07'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_d4f3506956340560aa79d7f3316031fb62320db2c3c14107e1be1bb57506399f', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_959052ce5301223cd1e44354d468935972e8a6417eeb06c050d67849eeeb992f', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_d3ce9bb9a7ab9737f6335735ba2b9d54c7bbd0c30dbbebffdd9b3749239c5f04', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_84b5637edb9a30e537a20993965b61fe72cd9f0bf1e92374ae081d94a8f0d79a', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b7cb66b273992c92aa83e00a257f6f24ff22e63ef59abf722bf8ca1f71bbb225', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_3989c93f45d5cf609ecc7cb714e88cdde596856f5e21cd86f338b17fb376fe48', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_8e91aa618cd0a66db4fae3140afb4ca8c73d1c26cd627a8510ef4f4882e86a56', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_8e91aa618cd0a66db4fae3140afb4ca8c73d1c26cd627a8510ef4f4882e86a56', 'target': 'Domain_2b59dbd7e8854d4a6cdab490b8474194eb76c06f7516721bfd927953e6792d0c'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_870a0de7b0b5311a38260914013628a6fae551d579cfd419fc74d7761ece26cb', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_870a0de7b0b5311a38260914013628a6fae551d579cfd419fc74d7761ece26cb', 'target': 'Domain_c08cd6ae78eb8cc9834fe6a5e04a407f99b4348a3893d2412f665b419bd26ce8'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_870a0de7b0b5311a38260914013628a6fae551d579cfd419fc74d7761ece26cb', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_14cdf109414deee3cfdd3cfc6c81cc87858da08a336f1c126c82e51c4a0eec93', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_507b632e422868489d003ce010681fa507eaea900ccbacb481b928fbbcea6333', 'target': 'Domain_02f59c4ee69f6a30cc342d5ff8177662b4a1b77c2cac903bfa54c96f2889f077'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_507b632e422868489d003ce010681fa507eaea900ccbacb481b928fbbcea6333', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_007abc6b2af745778d0a04ad5b09d2f516cdeaacba3fbad2ec4f7e6303e962d6', 'target': 'Domain_b6063e16d8baa05292afb5fcd6a8a503bf6cef18e87de7f9d6a132aec9d182b4'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_21273b7b01fa18e584dd4c219a884b4cc1b80b544b98883a803b415b0b5de786', 'target': 'Domain_997826b7ac775d81c92505bf82786df8a33313eb2aa4cdb152581c929c6913cf'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_d97daf65cee5baf5e4d1a8361f44c771129f2d8aa13f1edd8a2b0b52a4bd9bed', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b1d7d045264ad77437f0d23601959a810f9bbff991d39539a1d7ba2a63c17b8d', 'target': 'Domain_ba6f32e458f0e66fd84794a1602d9955962718bfad9cd086277ad1827b9b9cb1'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_13a3d8b80a3e4fa45d6eab9fcfd71e9e0a5f3dedc529c138f1a583092032cc14', 'target': 'Domain_d5735b5587ed7c341528c43f23d930f9a9b86e3fc00d50c06b1b94a5d61d1c9e'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_11ea5dae2aad8cfe7546620eee3647dcd4c0d6811b6b39b96b0495a8d4ce899b', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_11ea5dae2aad8cfe7546620eee3647dcd4c0d6811b6b39b96b0495a8d4ce899b', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_0a508b186579e4040ba632efde0ca76c30c40ee7f96b94c5c23e58f2472fb1be', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_0a508b186579e4040ba632efde0ca76c30c40ee7f96b94c5c23e58f2472fb1be', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_6b516609aea9d0259e751db49363831c566bd3cdf38070b3c2f51c70ef15ecf2', 'target': 'Domain_256abd769c1e68b235ea138f55adde7b16e21e98e00a133b439171ac4061a117'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_fcce0ba00cd6f1af5e2a641349e75fb600fddd476a1fb0f8178ab3469e18574a', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_fcce0ba00cd6f1af5e2a641349e75fb600fddd476a1fb0f8178ab3469e18574a', 'target': 'Domain_557888f637872bea550b8e30f687b8b899bd5ea66f0a717ce687fdf5686d5c60'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_c2c03d49a76b9a5f2c42ec2cd6d542a9f5e58c8b041bfc064cdd0a45d1cdf123', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_c2c03d49a76b9a5f2c42ec2cd6d542a9f5e58c8b041bfc064cdd0a45d1cdf123', 'target': 'Domain_2b1995fa5c4f702209901534a917bf73ad8464174c0677b47f8031a9c38913f0'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_200cb9d7efa884a6e74cbc9e5cd54edd651538cfb03ad7e22531928cbc21d549', 'target': 'Domain_737d66f9f332c2df62d1e43dc4dc8eabba4d76f4b982d94677e1b9553842c21d'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_c0901231f509ca0ffe4a17a6fec98d647c79932a9198f0e28537ae4625055ab8', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_c0901231f509ca0ffe4a17a6fec98d647c79932a9198f0e28537ae4625055ab8', 'target': 'Domain_4680ea9dda613f439ae2d178e091e01d48b88ab8f1fd947b02484f8fe04fa5f8'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_02f59c4ee69f6a30cc342d5ff8177662b4a1b77c2cac903bfa54c96f2889f077', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_8f95d376ff8a0939e8a1442a6ae9cb469c72bed286df87e462333926c8eff492', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_8f95d376ff8a0939e8a1442a6ae9cb469c72bed286df87e462333926c8eff492', 'target': 'Domain_f63d3155834e24b2f119d9bdfa9c850c57ec0a3a4df097b6ff6aa2c687f27f92'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_8f95d376ff8a0939e8a1442a6ae9cb469c72bed286df87e462333926c8eff492', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_cc01a0f03accb691900eec8faa21a47927a9f70883ad7e077b7818a486c082c1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_db2ffaa86efc9a076aa648e33d3d8d413b863fd4441d0458e9ddccbcbc5953c3', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9763d7e17f7d1be9cd7bdee96f2a91835e1d2cc6bddcf0a66d15de9588583473', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_9763d7e17f7d1be9cd7bdee96f2a91835e1d2cc6bddcf0a66d15de9588583473', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_0eff824bbd0d0864b11a91bc776867ae25ea138cbdfa514cdf5f9b08597ffaa7', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_0eff824bbd0d0864b11a91bc776867ae25ea138cbdfa514cdf5f9b08597ffaa7', 'target': 'Domain_25044bb9c5f4a65fbe433fcf3ab8920338df3c1e24face6862e8a4473652da20'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_e5b4f0439efad9100dfdec2facb50faec3e14f41df2a2969b0e089f865838c9e', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
